19-9-2 上午12:33
项目统计数据

       	 片段数	   单词数	字符数（不计空格）	字符数（计入空格）	#文件数	
总共：    	8907	278357	  2092221	  2393016	2903	
剩余片段：  	8907	278357	  2092221	  2393016	2903	
独特片段：  	6674	222219	  1671045	  1910015	2630	
剩余独特片段：	6674	222219	  1671045	  1910015	2630	


各文件统计数据：

文件名                                                                                                                       	总片段数	剩余片段数	独特片段数	剩余独特片段数	总单词数	剩余单词数	独特单词数	剩余独特单词数	总字符数（不计空格）	剩余字符数（不计空格）	独特字符数（不计空格）	剩余独特字符数（不计空格）	总字符数（计入空格）	剩余字符数（计入空格）	独特字符数（计入空格）	剩余独特字符数（计入空格）	
monsters/walkers/largesandcrawler/largesandcrawler.monstertype.patch                                                      	   1	    1	    1	      1	  20	   20	   20	     20	       165	        165	        165	          165	       190	        190	        190	          190	
monsters/walkers/theleantrooper/theleantrooper.monstertype.patch                                                          	   1	    1	    1	      1	  16	   16	   16	     16	       146	        146	        146	          146	       167	        167	        167	          167	
monsters/walkers/wildtrangii/wildtrangii.monstertype.patch                                                                	   1	    1	    1	      1	  24	   24	   24	     24	       162	        162	        162	          162	       191	        191	        191	          191	
npcs/aegi/aegidoctor.npctype.patch                                                                                        	   3	    3	    3	      3	 174	  174	  174	    174	      1137	       1137	       1137	         1137	      1280	       1280	       1280	         1280	
npcs/aegi/aegimedic.npctype.patch                                                                                         	   3	    3	    0	      0	 174	  174	    0	      0	      1137	       1137	          0	            0	      1280	       1280	          0	            0	
npcs/aegi/space/aegispacecaptain.npctype.patch                                                                            	  10	   10	    9	      9	 340	  340	  334	    334	      2063	       2063	       2040	         2040	      2350	       2350	       2322	         2322	
npcs/aegi/space/aegispacemerchant.npctype.patch                                                                           	   1	    1	    1	      1	  24	   24	   24	     24	       242	        242	        242	          242	       265	        265	        265	          265	
npcs/aegi/space/aegispacenavigator.npctype.patch                                                                          	   5	    5	    5	      5	 195	  195	  195	    195	      1274	       1274	       1274	         1274	      1436	       1436	       1436	         1436	
npcs/allianceoutpost/eo-ambassador.npctype.patch                                                                          	   2	    2	    2	      2	 202	  202	  202	    202	      1292	       1292	       1292	         1292	      1461	       1461	       1461	         1461	
npcs/allianceoutpost/eo-constructionworker.npctype.patch                                                                  	   3	    3	    3	      3	 235	  235	  235	    235	      1483	       1483	       1483	         1483	      1684	       1684	       1684	         1684	
npcs/allianceoutpost/eo-engineer.npctype.patch                                                                            	   4	    4	    4	      4	 205	  205	  205	    205	      1359	       1359	       1359	         1359	      1529	       1529	       1529	         1529	
npcs/allianceoutpost/eo-hospitalpatient.npctype.patch                                                                     	   1	    1	    1	      1	  62	   62	   62	     62	       485	        485	        485	          485	       534	        534	        534	          534	
npcs/allianceoutpost/eo-humanrefugee.npctype.patch                                                                        	   2	    2	    2	      2	 236	  236	  236	    236	      1488	       1488	       1488	         1488	      1691	       1691	       1691	         1691	
npcs/allianceoutpost/eo-janitor.npctype.patch                                                                             	   2	    2	    2	      2	  83	   83	   83	     83	       554	        554	        554	          554	       622	        622	        622	          622	
npcs/allianceoutpost/eo-medic.npctype.patch                                                                               	   3	    3	    3	      3	 158	  158	  158	    158	      1061	       1061	       1061	         1061	      1191	       1191	       1191	         1191	
npcs/allianceoutpost/eo-police.npctype.patch                                                                              	   3	    3	    3	      3	 101	  101	  101	    101	       645	        645	        645	          645	       730	        730	        730	          730	
npcs/allianceoutpost/eo-soldier.npctype.patch                                                                             	   1	    1	    1	      1	 158	  158	  158	    158	      1073	       1073	       1073	         1073	      1205	       1205	       1205	         1205	
npcs/allianceoutpost/eo-toiletgoer.npctype.patch                                                                          	   1	    1	    1	      1	  66	   66	   66	     66	       504	        504	        504	          504	       556	        556	        556	          556	
npcs/allianceoutpost/eo-vehicleassistant.npctype.patch                                                                    	   7	    7	    7	      7	 122	  122	  122	    122	       743	        743	        743	          743	       846	        846	        846	          846	
npcs/allianceoutpost/merchants/eo-attachmentmerchant.npctype.patch                                                        	   3	    3	    3	      3	 132	  132	  132	    132	       954	        954	        954	          954	      1064	       1064	       1064	         1064	
npcs/allianceoutpost/merchants/eo-bannermerchant.npctype.patch                                                            	   4	    4	    4	      4	 125	  125	  125	    125	       888	        888	        888	          888	       988	        988	        988	          988	
npcs/allianceoutpost/merchants/eo-bookmerchant.npctype.patch                                                              	   4	    4	    4	      4	 119	  119	  119	    119	       855	        855	        855	          855	       949	        949	        949	          949	
npcs/allianceoutpost/merchants/eo-contractmerchant.npctype.patch                                                          	   4	    4	    4	      4	 132	  132	  132	    132	       914	        914	        914	          914	      1021	       1021	       1021	         1021	
npcs/allianceoutpost/merchants/eo-hotbrodmerchant.npctype.patch                                                           	   3	    3	    3	      3	 120	  120	  120	    120	       870	        870	        870	          870	       966	        966	        966	          966	
npcs/allianceoutpost/merchants/eo-lostandfoundmerchant.npctype.patch                                                      	   4	    4	    4	      4	 127	  127	  127	    127	       887	        887	        887	          887	       989	        989	        989	          989	
npcs/allianceoutpost/merchants/eo-medicalmerchant.npctype.patch                                                           	   2	    2	    2	      2	 115	  115	  115	    115	       851	        851	        851	          851	       943	        943	        943	          943	
npcs/allianceoutpost/merchants/eo-plushiemerchant.npctype.patch                                                           	   2	    2	    2	      2	 113	  113	  113	    113	       826	        826	        826	          826	       917	        917	        917	          917	
npcs/allianceoutpost/merchants/eo-postermerchant.npctype.patch                                                            	   2	    2	    2	      2	 114	  114	  114	    114	       826	        826	        826	          826	       917	        917	        917	          917	
npcs/allianceoutpost/merchants/eo-vehiclemerchant.npctype.patch                                                           	   2	    2	    2	      2	 121	  121	  121	    121	       881	        881	        881	          881	       981	        981	        981	          981	
npcs/allianceoutpost/merchants/eo-vehiclepartsmerchant.npctype.patch                                                      	   2	    2	    2	      2	 115	  115	  115	    115	       834	        834	        834	          834	       926	        926	        926	          926	
npcs/allianceoutpost/merchants/eo-weaponfanatic.npctype.patch                                                             	   2	    2	    2	      2	 127	  127	  127	    127	       909	        909	        909	          909	      1015	       1015	       1015	         1015	
npcs/allianceoutpost/merchants/eo-weaponmerchant.npctype.patch                                                            	   2	    2	    2	      2	 131	  131	  131	    131	       920	        920	        920	          920	      1030	       1030	       1030	         1030	
npcs/allianceoutpost/unique/eo-aegiambassador.npctype.patch                                                               	   2	    2	    2	      2	  41	   41	   41	     41	       303	        303	        303	          303	       341	        341	        341	          341	
npcs/allianceoutpost/unique/eo-aegiweaponforger.npctype.patch                                                             	   2	    2	    2	      2	  29	   29	   29	     29	       204	        204	        204	          204	       232	        232	        232	          232	
npcs/allianceoutpost/unique/eo-akkimarivisitor.npctype.patch                                                              	   3	    3	    3	      3	  23	   23	   23	     23	       202	        202	        202	          202	       225	        225	        225	          225	
npcs/allianceoutpost/unique/eo-avikanvisitor.npctype.patch                                                                	   5	    5	    5	      5	 124	  124	  124	    124	       726	        726	        726	          726	       837	        837	        837	          837	
npcs/allianceoutpost/unique/eo-commandsecretary.npctype.patch                                                             	   3	    3	    3	      3	  65	   65	   65	     65	       466	        466	        466	          466	       525	        525	        525	          525	
npcs/allianceoutpost/unique/eo-doctor.npctype.patch                                                                       	   1	    1	    1	      1	  23	   23	   23	     23	       169	        169	        169	          169	       192	        192	        192	          192	
npcs/allianceoutpost/unique/eo-embassyrepresentative.npctype.patch                                                        	   1	    1	    1	      1	  56	   56	   56	     56	       424	        424	        424	          424	       476	        476	        476	          476	
npcs/allianceoutpost/unique/eo-embassysecretary.npctype.patch                                                             	   5	    5	    5	      5	 304	  304	  304	    304	      1902	       1902	       1902	         1902	      2169	       2169	       2169	         2169	
npcs/allianceoutpost/unique/eo-humanprotector.npctype.patch                                                               	   2	    2	    2	      2	  33	   33	   33	     33	       223	        223	        223	          223	       255	        255	        255	          255	
npcs/allianceoutpost/unique/eo-mechpilot.npctype.patch                                                                    	   2	    2	    2	      2	  26	   26	   26	     26	       184	        184	        184	          184	       209	        209	        209	          209	
npcs/allianceoutpost/unique/eo-scientist.npctype.patch                                                                    	   1	    1	    1	      1	  26	   26	   26	     26	       180	        180	        180	          180	       206	        206	        206	          206	
npcs/allianceoutpost/unique/eo-sewerhobo.npctype.patch                                                                    	   2	    2	    2	      2	  27	   27	   27	     27	       184	        184	        184	          184	       210	        210	        210	          210	
npcs/allianceoutpost/unique/eo-trinkambassador.npctype.patch                                                              	   2	    2	    2	      2	  44	   44	   44	     44	       318	        318	        318	          318	       358	        358	        358	          358	
npcs/avikan/avikancolonyelder.npctype.patch                                                                               	   8	    8	    8	      8	 570	  570	  570	    570	      3897	       3897	       3897	         3897	      4359	       4359	       4359	         4359	
npcs/avikan/avikancrafter.npctype.patch                                                                                   	   3	    3	    3	      3	 641	  641	  641	    641	      4431	       4431	       4431	         4431	      4954	       4954	       4954	         4954	
npcs/avikan/avikanelder.npctype.patch                                                                                     	   8	    8	    7	      7	 563	  563	  545	    545	      3790	       3790	       3667	         3667	      4248	       4248	       4111	         4111	
npcs/avikan/avikanpriest.npctype.patch                                                                                    	   7	    7	    7	      7	 320	  320	  320	    320	      2130	       2130	       2130	         2130	      2391	       2391	       2391	         2391	
npcs/avikan/merchants/avikangadhurherder.npctype.patch                                                                    	   3	    3	    3	      3	 210	  210	  210	    210	      1445	       1445	       1445	         1445	      1606	       1606	       1606	         1606	
npcs/avikan/space/avikanspacemerchant.npctype.patch                                                                       	   1	    1	    0	      0	  24	   24	    0	      0	       242	        242	          0	            0	       265	        265	          0	            0	
npcs/avikanoutpost/ao-avikanengineer.npctype.patch                                                                        	   4	    4	    4	      4	 189	  189	  189	    189	      1240	       1240	       1240	         1240	      1400	       1400	       1400	         1400	
npcs/avikanoutpost/ao-avikanguard.npctype.patch                                                                           	   2	    2	    2	      2	 297	  297	  297	    297	      1994	       1994	       1994	         1994	      2237	       2237	       2237	         2237	
npcs/avikanoutpost/ao-avikanwatcher.npctype.patch                                                                         	   1	    1	    1	      1	 286	  286	  286	    286	      1981	       1981	       1981	         1981	      2214	       2214	       2214	         2214	
npcs/avikanoutpost/ao-drodenworker.npctype.patch                                                                          	  18	   18	   17	     17	 239	  239	  235	    235	      1781	       1781	       1752	         1752	      1962	       1962	       1930	         1930	
npcs/avikanoutpost/ao-priest.npctype.patch                                                                                	   7	    7	    0	      0	 320	  320	    0	      0	      2130	       2130	          0	            0	      2391	       2391	          0	            0	
npcs/avikanoutpost/merchants/ao-drodenmerchant.npctype.patch                                                              	   1	    1	    1	      1	  25	   25	   25	     25	       245	        245	        245	          245	       268	        268	        268	          268	
npcs/avikanoutpost/merchants/ao-foodmerchant.npctype.patch                                                                	   1	    1	    1	      1	  24	   24	   24	     24	       232	        232	        232	          232	       254	        254	        254	          254	
npcs/avikanoutpost/merchants/ao-leathermerchant.npctype.patch                                                             	   1	    1	    1	      1	  23	   23	   23	     23	       240	        240	        240	          240	       261	        261	        261	          261	
npcs/avikanoutpost/merchants/ao-lostandfoundmerchant.npctype.patch                                                        	   4	    4	    4	      4	 138	  138	  138	    138	       935	        935	        935	          935	      1048	       1048	       1048	         1048	
npcs/avikanoutpost/merchants/ao-stationarymerchant.npctype.patch                                                          	   1	    1	    1	      1	  23	   23	   23	     23	       229	        229	        229	          229	       251	        251	        251	          251	
npcs/avikanoutpost/merchants/ao-wandermerchant.npctype.patch                                                              	   1	    1	    0	      0	  23	   23	    0	      0	       229	        229	          0	            0	       251	        251	          0	            0	
npcs/avikanoutpost/merchants/ao-watermerchant.npctype.patch                                                               	   1	    1	    1	      1	  24	   24	   24	     24	       230	        230	        230	          230	       252	        252	        252	          252	
npcs/avikanoutpost/merchants/ao-weaponmerchant.npctype.patch                                                              	   1	    1	    1	      1	  24	   24	   24	     24	       241	        241	        241	          241	       263	        263	        263	          263	
npcs/avikanoutpost/unique/ao-aegiofficial.npctype.patch                                                                   	   7	    7	    7	      7	 152	  152	  152	    152	       942	        942	        942	          942	      1073	       1073	       1073	         1073	
npcs/avikanoutpost/unique/ao-avikanastronaut.npctype.patch                                                                	   1	    1	    1	      1	 157	  157	  157	    157	       994	        994	        994	          994	      1136	       1136	       1136	         1136	
npcs/avikanoutpost/unique/ao-avikancaptain.npctype.patch                                                                  	   7	    7	    7	      7	 152	  152	  152	    152	       939	        939	        939	          939	      1070	       1070	       1070	         1070	
npcs/avikanoutpost/unique/ao-avikancentlar.npctype.patch                                                                  	  13	   13	   13	     13	 751	  751	  751	    751	      4793	       4793	       4793	         4793	      5427	       5427	       5427	         5427	
npcs/avikanoutpost/unique/ao-avikanscribe.npctype.patch                                                                   	   2	    2	    2	      2	 138	  138	  138	    138	       878	        878	        878	          878	      1000	       1000	       1000	         1000	
npcs/avikanoutpost/unique/ao-avikanseeker.npctype.patch                                                                   	   2	    2	    2	      2	  75	   75	   75	     75	       483	        483	        483	          483	       551	        551	        551	          551	
npcs/avikanoutpost/unique/ao-avikanwelder.npctype.patch                                                                   	   3	    3	    3	      3	 285	  285	  285	    285	      2012	       2012	       2012	         2012	      2244	       2244	       2244	         2244	
npcs/avikanoutpost/unique/ao-bonewarrior.npctype.patch                                                                    	   3	    3	    3	      3	  50	   50	   50	     50	       304	        304	        304	          304	       349	        349	        349	          349	
npcs/avikanoutpost/unique/ao-deepdesertdweller.npctype.patch                                                              	   1	    1	    1	      1	 169	  169	  169	    169	      1018	       1018	       1018	         1018	      1172	       1172	       1172	         1172	
npcs/avikanoutpost/unique/ao-deepdesertpriest.npctype.patch                                                               	   1	    1	    1	      1	  73	   73	   73	     73	       479	        479	        479	          479	       546	        546	        546	          546	
npcs/avikanoutpost/unique/ao-drodenwatcher.npctype.patch                                                                  	   4	    4	    4	      4	  54	   54	   54	     54	       436	        436	        436	          436	       480	        480	        480	          480	
npcs/avikanoutpost/unique/ao-gunfanatic.npctype.patch                                                                     	   3	    3	    3	      3	 144	  144	  144	    144	       847	        847	        847	          847	       974	        974	        974	          974	
npcs/avikanoutpost/unique/ao-highpriest.npctype.patch                                                                     	   7	    7	    7	      7	 424	  424	  424	    424	      2862	       2862	       2862	         2862	      3217	       3217	       3217	         3217	
npcs/avikanoutpost/unique/ao-keffrider.npctype.patch                                                                      	   1	    1	    1	      1	 100	  100	  100	    100	       760	        760	        760	          760	       845	        845	        845	          845	
npcs/avikanoutpost/unique/ao-mechpilot.npctype.patch                                                                      	   2	    2	    2	      2	  84	   84	   84	     84	       579	        579	        579	          579	       653	        653	        653	          653	
npcs/avikanoutpost/unique/ao-nomadarepresentative.npctype.patch                                                           	   2	    2	    2	      2	 251	  251	  251	    251	      1678	       1678	       1678	         1678	      1895	       1895	       1895	         1895	
npcs/avikanoutpost/unique/ao-retiredsoldier.npctype.patch                                                                 	   5	    5	    5	      5	 170	  170	  170	    170	       988	        988	        988	          988	      1139	       1139	       1139	         1139	
npcs/avikanoutpost/unique/ao-starfarer.npctype.patch                                                                      	   2	    2	    2	      2	  75	   75	   75	     75	       507	        507	        507	          507	       572	        572	        572	          572	
npcs/avikanoutpost/unique/ao-vanguardrecruiter.npctype.patch                                                              	   2	    2	    2	      2	 266	  266	  266	    266	      1614	       1614	       1614	         1614	      1846	       1846	       1846	         1846	
npcs/crew/aegi/crewmemberaegi.npctype.patch                                                                               	   4	    4	    4	      4	 405	  405	  405	    405	      2818	       2818	       2818	         2818	      3126	       3126	       3126	         3126	
npcs/crew/aegi/crewmemberaegibriggsguardian.npctype.patch                                                                 	   1	    1	    1	      1	  44	   44	   44	     44	       376	        376	        376	          376	       422	        422	        422	          422	
npcs/crew/aegi/crewmemberaegiengineer.npctype.patch                                                                       	   2	    2	    2	      2	 132	  132	  132	    132	      1091	       1091	       1091	         1091	      1219	       1219	       1219	         1219	
npcs/crew/aegi/crewmemberaegimechanic.npctype.patch                                                                       	   2	    2	    2	      2	 132	  132	  132	    132	      1095	       1095	       1095	         1095	      1223	       1223	       1223	         1223	
npcs/crew/aegi/crewmemberaegimedic.npctype.patch                                                                          	   5	    5	    5	      5	 279	  279	  279	    279	      2131	       2131	       2131	         2131	      2369	       2369	       2369	         2369	
npcs/crew/aegi/crewmemberaegimercenary.npctype.patch                                                                      	   1	    1	    1	      1	 107	  107	  107	    107	       914	        914	        914	          914	      1021	       1021	       1021	         1021	
npcs/crew/aegi/crewmemberaegipolice.npctype.patch                                                                         	   1	    1	    1	      1	 102	  102	  102	    102	       841	        841	        841	          841	       942	        942	        942	          942	
npcs/crew/aegi/crewmemberaegirimdweller.npctype.patch                                                                     	   1	    1	    1	      1	  84	   84	   84	     84	       695	        695	        695	          695	       777	        777	        777	          777	
npcs/crew/aegi/crewmemberaegisoldier.npctype.patch                                                                        	   1	    1	    1	      1	 108	  108	  108	    108	       904	        904	        904	          904	      1011	       1011	       1011	         1011	
npcs/crew/aegi/crewmemberaegitailor.npctype.patch                                                                         	   3	    3	    3	      3	 197	  197	  197	    197	      1488	       1488	       1488	         1488	      1662	       1662	       1662	         1662	
npcs/crew/akkimari/crewmemberakkimari.npctype.patch                                                                       	  12	   12	   12	     12	 356	  356	  356	    356	      2853	       2853	       2853	         2853	      3125	       3125	       3125	         3125	
npcs/crew/akkimari/crewmemberakkimariscavenger.npctype.patch                                                              	   6	    6	    6	      6	 249	  249	  249	    249	      2015	       2015	       2015	         2015	      2234	       2234	       2234	         2234	
npcs/crew/alliance/crewmemberalliance.npctype.patch                                                                       	   7	    7	    6	      6	 935	  935	  916	    916	      6674	       6674	       6547	         6547	      7414	       7414	       7273	         7273	
npcs/crew/alliance/crewmemberalliancecombat.npctype.patch                                                                 	   2	    2	    2	      2	  42	   42	   42	     42	       315	        315	        315	          315	       351	        351	        351	          351	
npcs/crew/alliance/crewmemberallianceengineer.npctype.patch                                                               	   2	    2	    2	      2	  42	   42	   42	     42	       312	        312	        312	          312	       348	        348	        348	          348	
npcs/crew/alliance/crewmemberalliancejanitor.npctype.patch                                                                	   2	    2	    2	      2	  93	   93	   93	     93	       703	        703	        703	          703	       780	        780	        780	          780	
npcs/crew/alliance/crewmemberalliancemechanic.npctype.patch                                                               	   2	    2	    1	      1	  42	   42	   20	     20	       316	        316	        141	          141	       352	        352	        161	          161	
npcs/crew/alliance/crewmemberalliancemedic.npctype.patch                                                                  	   5	    5	    2	      2	 189	  189	  134	    134	      1376	       1376	        972	          972	      1524	       1524	       1080	         1080	
npcs/crew/alliance/crewmemberalliancetailor.npctype.patch                                                                 	   3	    3	    2	      2	 134	  134	   88	     88	       955	        955	        658	          658	      1066	       1066	        731	          731	
npcs/crew/avikan/crewmemberavikan.npctype.patch                                                                           	  17	   17	   17	     17	 804	  804	  804	    804	      5377	       5377	       5377	         5377	      6008	       6008	       6008	         6008	
npcs/crew/avikan/crewmemberavikanrogue.npctype.patch                                                                      	   8	    8	    8	      8	 508	  508	  508	    508	      3546	       3546	       3546	         3546	      3951	       3951	       3951	         3951	
npcs/crew/avikan/crewmemberavikanroguecaptain.npctype.patch                                                               	   8	    8	    1	      1	 472	  472	  197	    197	      3250	       3250	       1471	         1471	      3619	       3619	       1624	         1624	
npcs/crew/avikan/crewmemberclanhunter.npctype.patch                                                                       	   1	    1	    1	      1	 195	  195	  195	    195	      1625	       1625	       1625	         1625	      1818	       1818	       1818	         1818	
npcs/crew/avikan/crewmemberclanwarrior.npctype.patch                                                                      	   1	    1	    1	      1	 131	  131	  131	    131	      1072	       1072	       1072	         1072	      1202	       1202	       1202	         1202	
npcs/crew/avikan/crewmembernomadaengineer.npctype.patch                                                                   	   2	    2	    2	      2	 223	  223	  223	    223	      1855	       1855	       1855	         1855	      2073	       2073	       2073	         2073	
npcs/crew/avikan/crewmembernomadahunter.npctype.patch                                                                     	   1	    1	    0	      0	 195	  195	    0	      0	      1625	       1625	          0	            0	      1818	       1818	          0	            0	
npcs/crew/avikan/crewmembernomadamechanic.npctype.patch                                                                   	   2	    2	    2	      2	 218	  218	  218	    218	      1836	       1836	       1836	         1836	      2049	       2049	       2049	         2049	
npcs/crew/avikan/crewmemberrhaiodhealer.npctype.patch                                                                     	   3	    3	    3	      3	 356	  356	  356	    356	      2807	       2807	       2807	         2807	      3122	       3122	       3122	         3122	
npcs/crew/avikan/crewmembervanguard.npctype.patch                                                                         	  17	   17	    2	      2	 912	  912	  406	    406	      6285	       6285	       2884	         2884	      7022	       7022	       3230	         3230	
npcs/crew/droden/crewmemberdroden.npctype.patch                                                                           	   3	    3	    3	      3	 360	  360	  360	    360	      2725	       2725	       2725	         2725	      2998	       2998	       2998	         2998	
npcs/crew/droden/crewmemberdrodenengineer.npctype.patch                                                                   	   5	    5	    5	      5	 114	  114	  114	    114	       891	        891	        891	          891	       986	        986	        986	          986	
npcs/crew/droden/crewmemberdrodenlegion.npctype.patch                                                                     	   4	    4	    4	      4	  91	   91	   91	     91	       704	        704	        704	          704	       781	        781	        781	          781	
npcs/crew/droden/crewmemberdrodenmechanic.npctype.patch                                                                   	   5	    5	    5	      5	 115	  115	  115	    115	       884	        884	        884	          884	       980	        980	        980	          980	
npcs/crew/droden/crewmemberdrodenmedic.npctype.patch                                                                      	  10	   10	   10	     10	 251	  251	  251	    251	      2048	       2048	       2048	         2048	      2243	       2243	       2243	         2243	
npcs/crew/thelean/crewmemberthelean.npctype.patch                                                                         	   9	    9	    9	      9	 436	  436	  436	    436	      2997	       2997	       2997	         2997	      3330	       3330	       3330	         3330	
npcs/crew/thelean/crewmembertheleaninfiltrator.npctype.patch                                                              	   6	    6	    1	      1	 217	  217	   79	     79	      1550	       1550	        632	          632	      1730	       1730	        707	          707	
npcs/crew/trink/crewmembertrink.npctype.patch                                                                             	   4	    4	    4	      4	 538	  538	  538	    538	      3875	       3875	       3875	         3875	      4315	       4315	       4315	         4315	
npcs/crew/trink/crewmembertrinkengineer.npctype.patch                                                                     	   1	    1	    1	      1	  45	   45	   45	     45	       342	        342	        342	          342	       382	        382	        382	          382	
npcs/crew/trink/crewmembertrinkmechanic.npctype.patch                                                                     	   2	    2	    2	      2	  48	   48	   48	     48	       344	        344	        344	          344	       386	        386	        386	          386	
npcs/crew/trink/crewmembertrinkmedic.npctype.patch                                                                        	   5	    5	    5	      5	 202	  202	  202	    202	      1446	       1446	       1446	         1446	      1604	       1604	       1604	         1604	
npcs/crew/trink/crewmembertrinkrimdweller.npctype.patch                                                                   	   1	    1	    0	      0	  84	   84	    0	      0	       695	        695	          0	            0	       777	        777	          0	            0	
npcs/droden/drodenlegion.npctype.patch                                                                                    	   2	    2	    2	      2	 116	  116	  116	    116	       935	        935	        935	          935	      1020	       1020	       1020	         1020	
npcs/events/harrowing/harrowing-civilian.npctype.patch                                                                    	   4	    4	    4	      4	 242	  242	  242	    242	      1461	       1461	       1461	         1461	      1668	       1668	       1668	         1668	
npcs/events/harrowing/harrowing-vendor.npctype.patch                                                                      	   4	    4	    4	      4	 136	  136	  136	    136	       974	        974	        974	          974	      1087	       1087	       1087	         1087	
npcs/events/landingfestival/landing-armourer.npctype.patch                                                                	   1	    1	    1	      1	  24	   24	   24	     24	       177	        177	        177	          177	       201	        201	        201	          201	
npcs/events/landingfestival/landing-civilian.npctype.patch                                                                	   2	    2	    2	      2	 181	  181	  181	    181	      1274	       1274	       1274	         1274	      1422	       1422	       1422	         1422	
npcs/events/landingfestival/landing-lounger.npctype.patch                                                                 	   1	    1	    1	      1	 150	  150	  150	    150	      1097	       1097	       1097	         1097	      1218	       1218	       1218	         1218	
npcs/events/landingfestival/landing-pathfinder.npctype.patch                                                              	   5	    5	    5	      5	 120	  120	  120	    120	       918	        918	        918	          918	      1014	       1014	       1014	         1014	
npcs/events/landingfestival/landing-pilgrim.npctype.patch                                                                 	   4	    4	    4	      4	  97	   97	   97	     97	       660	        660	        660	          660	       740	        740	        740	          740	
npcs/events/landingfestival/landing-pilgrimgreeter.npctype.patch                                                          	   2	    2	    2	      2	  25	   25	   25	     25	       162	        162	        162	          162	       184	        184	        184	          184	
npcs/events/landingfestival/landing-snowballtrink.npctype.patch                                                           	   1	    1	    1	      1	  21	   21	   21	     21	       160	        160	        160	          160	       181	        181	        181	          181	
npcs/story/lyiin-embassy.npctype.patch                                                                                    	   3	    3	    2	      2	  63	   63	   58	     58	       424	        424	        380	          380	       481	        481	        430	          430	
npcs/story/zaheed-outpost.npctype.patch                                                                                   	   1	    1	    1	      1	  52	   52	   52	     52	       387	        387	        387	          387	       433	        433	        433	          433	
npcs/story/zaheed.npctype.patch                                                                                           	   1	    1	    1	      1	  22	   22	   22	     22	       167	        167	        167	          167	       189	        189	        189	          189	
npcs/threats/aegi/aegirimfighter.npctype.patch                                                                            	   1	    1	    1	      1	 230	  230	  230	    230	      1551	       1551	       1551	         1551	      1737	       1737	       1737	         1737	
npcs/threats/aegi/aegirimrailgunner.npctype.patch                                                                         	   1	    1	    0	      0	 230	  230	    0	      0	      1551	       1551	          0	            0	      1737	       1737	          0	            0	
npcs/threats/aegi/aegirimrioter.npctype.patch                                                                             	   1	    1	    0	      0	 230	  230	    0	      0	      1551	       1551	          0	            0	      1737	       1737	          0	            0	
npcs/threats/aegi/aegirimsoldier.npctype.patch                                                                            	   1	    1	    0	      0	 230	  230	    0	      0	      1551	       1551	          0	            0	      1737	       1737	          0	            0	
npcs/threats/akkimari/akkimaricloaker.npctype.patch                                                                       	   2	    2	    2	      2	  66	   66	   66	     66	       498	        498	        498	          498	       552	        552	        552	          552	
npcs/threats/akkimari/akkimariscavenger.npctype.patch                                                                     	   2	    2	    1	      1	  79	   79	   57	     57	       597	        597	        429	          429	       661	        661	        478	          478	
npcs/threats/akkimari/akkimariscavengersoldier.npctype.patch                                                              	   2	    2	    0	      0	  79	   79	    0	      0	       597	        597	          0	            0	       661	        661	          0	            0	
npcs/threats/akkimari/akkimariscrapper.npctype.patch                                                                      	   2	    2	    0	      0	  79	   79	    0	      0	       597	        597	          0	            0	       661	        661	          0	            0	
npcs/threats/akkimari/akkimarisniper.npctype.patch                                                                        	   2	    2	    0	      0	  79	   79	    0	      0	       597	        597	          0	            0	       661	        661	          0	            0	
npcs/threats/avikan/avikanrogue.npctype.patch                                                                             	   3	    3	    3	      3	 384	  384	  384	    384	      2540	       2540	       2540	         2540	      2851	       2851	       2851	         2851	
npcs/threats/avikan/avikanroguecaptain.npctype.patch                                                                      	   1	    1	    1	      1	 165	  165	  165	    165	      1147	       1147	       1147	         1147	      1280	       1280	       1280	         1280	
npcs/threats/avikan/avikanrogueleader.npctype.patch                                                                       	   2	    2	    2	      2	  48	   48	   48	     48	       334	        334	        334	          334	       373	        373	        373	          373	
npcs/threats/droden/drodenviolated.npctype.patch                                                                          	  13	   13	   13	     13	 118	  118	  118	    118	       920	        920	        920	          920	      1003	       1003	       1003	         1003	
npcs/threats/thelean/theleanbomber.npctype.patch                                                                          	   1	    1	    1	      1	  11	   11	   11	     11	        89	         89	         89	           89	        98	         98	         98	           98	
npcs/threats/thelean/theleanbrawler.npctype.patch                                                                         	   1	    1	    1	      1	  50	   50	   50	     50	       393	        393	        393	          393	       432	        432	        432	          432	
npcs/threats/thelean/theleangrenadier.npctype.patch                                                                       	   1	    1	    0	      0	  50	   50	    0	      0	       393	        393	          0	            0	       432	        432	          0	            0	
npcs/threats/thelean/theleanscout.npctype.patch                                                                           	   1	    1	    0	      0	  50	   50	    0	      0	       393	        393	          0	            0	       432	        432	          0	            0	
npcs/threats/thelean/theleansniper.npctype.patch                                                                          	   1	    1	    0	      0	  50	   50	    0	      0	       393	        393	          0	            0	       432	        432	          0	            0	
npcs/threats/thelean/theleansoldier-hologram.npctype.patch                                                                	   3	    3	    3	      3	  90	   90	   90	     90	       762	        762	        762	          762	       833	        833	        833	          833	
npcs/threats/thelean/theleansoldier.npctype.patch                                                                         	   1	    1	    0	      0	  50	   50	    0	      0	       393	        393	          0	            0	       432	        432	          0	            0	
